"ID","year","country","assignment"
"KT119671",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119672",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119673",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119674",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119675",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119676",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119677",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119678",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119679",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119680",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119681",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119682",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119683",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119684",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119685",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119686",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119687",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119688",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119689",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119690",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119691",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119692",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119693",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119694",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119695",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119696",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119697",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119698",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119699",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119700",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119701",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119702",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119703",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119704",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119705",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119706",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119707",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119708",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119709",2007,"Central African Republic","Cosmopolitan AF1b"
"KT119710",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119711",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119712",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119713",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119714",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119715",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119716",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119717",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119718",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119719",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119720",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119721",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119722",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119723",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119724",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119725",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119726",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119727",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119729",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119730",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119731",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119732",2008,"Central African Republic","Cosmopolitan AF1b"
"KT119733",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119734",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119735",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119736",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119737",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119738",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119739",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119740",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119741",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119742",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119743",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119744",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119745",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119746",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119747",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119748",2009,"Central African Republic","Cosmopolitan AF1b"
"KT119749",2010,"Central African Republic","Cosmopolitan AF1b"
"KT119750",2010,"Central African Republic","Cosmopolitan AF1b"
"KT119751",2010,"Central African Republic","Cosmopolitan AF1b"
"KT119752",2010,"Central African Republic","Cosmopolitan AF1b"
"KT119753",2011,"Central African Republic","Cosmopolitan AF1b"
"KT119771",1986,"Gabon","Cosmopolitan AF1a"
"KT119772",1986,"Gabon","Cosmopolitan AF1a"
"KT119775",1989,"Gabon","Cosmopolitan AF1a"
"KT119776",1989,"Democratic Republic of the Congo","Cosmopolitan AF1b"
"KT119777",1989,"Gabon","Cosmopolitan AF1a"
"KT119780",1992,"Central African Republic","Cosmopolitan AF1b"
"KT119781",1992,"Central African Republic","Cosmopolitan AF1b"
"KT119782",1992,"Cameroon","Cosmopolitan AF1a"
"KT119783",1993,"Gabon","Cosmopolitan AF1a"
"KT119785",1996,"Gabon","Cosmopolitan AF1a"
"KT119787",2010,"Cameroon","Cosmopolitan AF1a"
"KT119788",2010,"Cameroon","Cosmopolitan AF1a"
"KT119789",2009,"Cameroon","Cosmopolitan AF1a"
"KT119790",2010,"Cameroon","Cosmopolitan AF1a"
"KT119791",2011,"Cameroon","Cosmopolitan AF1a"
"KT119792",2009,"Cameroon","Cosmopolitan AF1a"
"KT119793",2010,"Cameroon","Cosmopolitan AF1a"
"KT119794",2009,"Cameroon","Cosmopolitan AF1a"
"KT119795",2011,"Cameroon","Cosmopolitan AF1a"
"KT336432",2012,"South Africa","Cosmopolitan AF1b"
"KT336433",1991,"Zimbabwe","Cosmopolitan AF1b"
"KT336434",1992,"Zimbabwe","Cosmopolitan AF1b"
"KT336435",1993,"Zimbabwe","Cosmopolitan AF1b"
"KT336436",2012,"South Africa","Cosmopolitan AF1b"
"KT336437",2012,"South Africa","Cosmopolitan AF1b"
"KT728348",2003,"Russia","Cosmopolitan CA1"
"KT728349",2003,"Russia","Cosmopolitan CA1"
"KT894582",2014,"China","Cosmopolitan CA1"
"KT965734",2014,"Kazakhstan","Cosmopolitan CA1"
"KT965735",2014,"Kazakhstan","Cosmopolitan CA1"
"KU041695",2014,"China","Cosmopolitan CA1"
"KU041696",2014,"China","Cosmopolitan CA1"
"KU550103",2014,"Costa Rica","Cosmopolitan AM2a"
"KU938752",2011,"Peru","Cosmopolitan"
"KU938829",2012,"Peru","Cosmopolitan"
"KU963489",2005,"China","Cosmopolitan"
"KU963490",2016,"Peru","Cosmopolitan"
"KU963491",1998,"United States","Cosmopolitan AM2a"
"KU963493",1984,"United States","Cosmopolitan"
"KU963494",1994,"Mexico","Cosmopolitan AM2a"
"KU963495",1998,"United States","Cosmopolitan AM2a"
"KU963497",1994,"United States","Cosmopolitan AM4"
"KU963498",1994,"United States","Cosmopolitan"
"KU963502",2006,"Puerto Rico","Cosmopolitan"
"KU963503",1986,"Tunisia","Cosmopolitan AF1a"
"KU963506",2001,"Japan","Cosmopolitan"
"KX148101",1979,"Egypt","Cosmopolitan AF4"
"KX148102",1991,"Mexico","Cosmopolitan AM2a"
"KX148103",1981,"South Africa","Cosmopolitan AF1b"
"KX148104",1978,"Montenegro","Cosmopolitan YUGCOW"
"KX148110",1991,"Mexico","Cosmopolitan AM2a"
"KX148111",1991,"Mexico","Cosmopolitan AM2a"
"KX148112",1991,"Mexico","Cosmopolitan AM2a"
"KX148113",1991,"Germany","Cosmopolitan CE"
"KX148114",1995,"Poland","Cosmopolitan CE"
"KX148115",1996,"Poland","Cosmopolitan CE"
"KX148116",1996,"Poland","Cosmopolitan CE"
"KX148117",1997,"Poland","Cosmopolitan CE"
"KX148118",1994,"Poland","Cosmopolitan CE"
"KX148119",1993,"Poland","Cosmopolitan CE"
"KX148120",1993,"Poland","Cosmopolitan CE"
"KX148121",1993,"Poland","Cosmopolitan CE"
"KX148122",1991,"Germany","Cosmopolitan CE"
"KX148123",1991,"Germany","Cosmopolitan CE"
"KX148124",1991,"Germany","Cosmopolitan CE"
"KX148125",1994,"Belgium","Cosmopolitan WE"
"KX148126",1996,"France","Cosmopolitan WE"
"KX148127",1991,"France","Cosmopolitan WE"
"KX148128",1992,"France","Cosmopolitan WE"
"KX148129",1994,"Slovenia","Cosmopolitan WE"
"KX148130",1994,"Slovenia","Cosmopolitan WE"
"KX148131",1994,"Slovenia","Cosmopolitan WE"
"KX148132",1994,"Slovenia","Cosmopolitan WE"
"KX148133",1986,"Bosnia and Herzegovina","Cosmopolitan WE"
"KX148134",1994,"France","Cosmopolitan WE"
"KX148135",1991,"Germany","Cosmopolitan WE"
"KX148136",1993,"Hungary","Cosmopolitan EE"
"KX148137",1993,"Hungary","Cosmopolitan EE"
"KX148138",1993,"Hungary","Cosmopolitan EE"
"KX148139",1993,"Hungary","Cosmopolitan EE"
"KX148140",1986,"Serbia","Cosmopolitan EE"
"KX148141",1992,"Poland","Cosmopolitan EE"
"KX148142",1994,"Poland","Cosmopolitan EE"
"KX148143",1993,"Hungary","Cosmopolitan EE"
"KX148144",1994,"Slovenia","Cosmopolitan EE"
"KX148145",1986,"Bosnia and Herzegovina","Cosmopolitan EE"
"KX148146",1993,"Finland","Cosmopolitan NEE"
"KX148147",1988,"Finland","Cosmopolitan NEE"
"KX148148",1992,"Estonia","Cosmopolitan NEE"
"KX148149",1991,"Estonia","Cosmopolitan NEE"
"KX148150",1986,"Poland","Cosmopolitan NEE"
"KX148151",1996,"Poland","Cosmopolitan NEE"
"KX148152",1996,"Poland","Cosmopolitan NEE"
"KX148153",1996,"Poland","Cosmopolitan NEE"
"KX148154",1997,"Poland","Cosmopolitan NEE"
"KX148155",1993,"Estonia","Cosmopolitan NEE"
"KX148156",1991,"Estonia","Cosmopolitan NEE"
"KX148157",1993,"Estonia","Cosmopolitan NEE"
"KX148158",1993,"Estonia","Cosmopolitan NEE"
"KX148159",1974,"Iran","Cosmopolitan CA1"
"KX148160",1991,"Hungary","Cosmopolitan CA3"
"KX148161",1972,"Serbia","Cosmopolitan YUGFOX"
"KX148162",1993,"Turkey","Cosmopolitan ME2"
"KX148163",1993,"Turkey","Cosmopolitan ME2"
"KX148164",1993,"Turkey","Cosmopolitan ME2"
"KX148165",1993,"Turkey","Cosmopolitan ME2"
"KX148166",1993,"Turkey","Cosmopolitan ME2"
"KX148167",1993,"Turkey","Cosmopolitan ME2"
"KX148168",1987,"Saudi Arabia","Cosmopolitan ME1a"
"KX148169",1990,"Oman","Cosmopolitan ME1a"
"KX148170",1990,"Oman","Cosmopolitan ME1a"
"KX148171",1991,"United Arab Emirates","Cosmopolitan ME1a"
"KX148172",1987,"Saudi Arabia","Cosmopolitan ME1a"
"KX148173",1997,"Saudi Arabia","Cosmopolitan ME1a"
"KX148174",1998,"Saudi Arabia","Cosmopolitan ME1a"
"KX148175",1998,"Saudi Arabia","Cosmopolitan ME1a"
"KX148176",2004,"Saudi Arabia","Cosmopolitan ME1a"
"KX148177",1996,"Israel","Cosmopolitan ME1a"
"KX148178",1996,"Israel","Cosmopolitan ME1a"
"KX148179",1996,"Israel","Cosmopolitan ME1a"
"KX148180",1993,"Israel","Cosmopolitan ME1a"
"KX148181",1996,"Israel","Cosmopolitan ME1a"
"KX148182",1996,"Israel","Cosmopolitan ME1a"
"KX148183",1993,"Israel","Cosmopolitan ME1a"
"KX148184",1996,"Israel","Cosmopolitan ME1a"
"KX148185",1996,"Iran","Cosmopolitan ME1a"
"KX148186",1984,"Iran","Cosmopolitan ME1a"
"KX148187",1996,"Iran","Cosmopolitan ME1a"
"KX148188",1991,"Iran","Cosmopolitan ME1a"
"KX148189",1985,"Iran","Cosmopolitan ME1a"
"KX148190",1976,"Iran","Cosmopolitan ME1a"
"KX148191",1993,"Israel","Cosmopolitan ME1b"
"KX148192",1993,"Israel","Cosmopolitan ME1b"
"KX148193",2008,"Morocco","Cosmopolitan AF1a"
"KX148194",1989,"Morocco","Cosmopolitan AF1a"
"KX148195",2004,"Morocco","Cosmopolitan AF1a"
"KX148196",1990,"Morocco","Cosmopolitan AF1a"
"KX148197",2015,"Algeria","Cosmopolitan AF1a"
"KX148198",1993,"Somalia","Cosmopolitan AF1a"
"KX148199",1993,"Somalia","Cosmopolitan AF1a"
"KX148200",1988,"Ethiopia","Cosmopolitan AF1a"
"KX148201",1986,"Nigeria","Cosmopolitan AF1a"
"KX148202",1995,"Gabon","Cosmopolitan AF1a"
"KX148203",1986,"Mozambique","Cosmopolitan AF1b"
"KX148204",1992,"Namibia","Cosmopolitan AF1b"
"KX148205",1994,"Rwanda","Cosmopolitan AF1b"
"KX148206",1996,"Tanzania","Cosmopolitan AF1b"
"KX148207",2014,"Kenya","Cosmopolitan AF1b"
"KX148208",1992,"Central African Republic","Cosmopolitan AF1b"
"KX148209",2004,"Madagascar","Cosmopolitan AF1c"
"KX148210",1998,"Madagascar","Cosmopolitan AF1c"
"KX148211",1986,"Madagascar","Cosmopolitan AF1c"
"KX148212",1993,"Iran","Cosmopolitan CA2"
"KX148213",1982,"United States","Cosmopolitan AM1"
"KX148214",1995,"Brazil","Cosmopolitan AM3a"
"KX148215",1995,"Brazil","Cosmopolitan AM3a"
"KX148216",1986,"Brazil","Cosmopolitan AM3a"
"KX148217",1986,"Brazil","Cosmopolitan AM3b"
"KX533959",2014,"China","Cosmopolitan CA1"
"KX533960",2015,"China","Cosmopolitan CA1"
"KX533961",2015,"China","Cosmopolitan CA1"
"KX533962",2016,"China","Cosmopolitan CA1"
"KX533963",2016,"China","Cosmopolitan CA1"
"KX708499",2015,"Mexico","Cosmopolitan"
"KX708500",2014,"Mexico","Cosmopolitan"
"KX708501",2013,"Mexico","Cosmopolitan"
"KX708502",2012,"Mexico","Cosmopolitan AM2a"
"KX708503",2014,"Mexico","Cosmopolitan AM2a"
"KX708504",2008,"Mexico","Cosmopolitan AM2a"
"KY002888",2008,"Russia","Cosmopolitan CA2"
"KY002889",2008,"Russia","Cosmopolitan CA2"
"KY002895",2008,"Russia","Cosmopolitan CA1"
"KY002896",2008,"Russia","Cosmopolitan CA1"
"KY002897",2008,"Russia","Cosmopolitan CA1"
"KY002898",2008,"Russia","Cosmopolitan CA1"
"KY002901",2001,"Russia","Cosmopolitan CA1"
"KY002902",2002,"Russia","Cosmopolitan CA1"
"KY210220",2008,"Tanzania","Cosmopolitan AF1b"
"KY210221",2008,"Tanzania","Cosmopolitan AF1b"
"KY210222",2009,"Tanzania","Cosmopolitan AF1b"
"KY210223",2007,"Tanzania","Cosmopolitan AF1b"
"KY210224",2010,"Tanzania","Cosmopolitan AF1b"
"KY210225",2011,"Tanzania","Cosmopolitan AF1b"
"KY210226",2011,"Tanzania","Cosmopolitan AF1b"
"KY210227",2011,"Tanzania","Cosmopolitan AF1b"
"KY210228",2011,"Tanzania","Cosmopolitan AF1b"
"KY210229",2011,"Tanzania","Cosmopolitan AF1b"
"KY210230",2011,"Tanzania","Cosmopolitan AF1b"
"KY210231",2011,"Tanzania","Cosmopolitan AF1b"
"KY210232",2011,"Tanzania","Cosmopolitan AF1b"
"KY210233",2011,"Tanzania","Cosmopolitan AF1b"
"KY210234",2011,"Tanzania","Cosmopolitan AF1b"
"KY210235",2011,"Tanzania","Cosmopolitan AF1b"
"KY210236",2011,"Tanzania","Cosmopolitan AF1b"
"KY210237",2011,"Tanzania","Cosmopolitan AF1b"
"KY210238",2011,"Tanzania","Cosmopolitan AF1b"
"KY210239",2011,"Tanzania","Cosmopolitan AF1b"
"KY210240",2011,"Tanzania","Cosmopolitan AF1b"
"KY210241",2011,"Tanzania","Cosmopolitan AF1b"
"KY210242",2011,"Tanzania","Cosmopolitan AF1b"
"KY210243",2011,"Tanzania","Cosmopolitan AF1b"
"KY210244",2011,"Tanzania","Cosmopolitan AF1b"
"KY210245",2012,"Tanzania","Cosmopolitan AF1b"
"KY210246",2012,"Tanzania","Cosmopolitan AF1b"
"KY210247",2012,"Tanzania","Cosmopolitan AF1b"
"KY210248",2012,"Tanzania","Cosmopolitan AF1b"
"KY210249",2012,"Tanzania","Cosmopolitan AF1b"
"KY210250",2012,"Tanzania","Cosmopolitan AF1b"
"KY210251",2012,"Tanzania","Cosmopolitan AF1b"
"KY210252",2012,"Tanzania","Cosmopolitan AF1b"
"KY210253",2013,"Tanzania","Cosmopolitan AF1b"
"KY210254",2013,"Tanzania","Cosmopolitan AF1b"
"KY210255",2013,"Tanzania","Cosmopolitan AF1b"
"KY210256",2013,"Tanzania","Cosmopolitan AF1b"
"KY210257",2013,"Tanzania","Cosmopolitan AF1b"
"KY210258",2013,"Tanzania","Cosmopolitan AF1b"
"KY210259",2013,"Tanzania","Cosmopolitan AF1b"
"KY210260",2013,"Tanzania","Cosmopolitan AF1b"
"KY210261",2013,"Tanzania","Cosmopolitan AF1b"
"KY210262",2013,"Tanzania","Cosmopolitan AF1b"
"KY210263",2013,"Tanzania","Cosmopolitan AF1b"
"KY210264",2013,"Tanzania","Cosmopolitan AF1b"
"KY210265",2013,"Tanzania","Cosmopolitan AF1b"
"KY210266",2013,"Tanzania","Cosmopolitan AF1b"
"KY210267",2013,"Tanzania","Cosmopolitan AF1b"
"KY210268",2013,"Tanzania","Cosmopolitan AF1b"
"KY210269",2013,"Tanzania","Cosmopolitan AF1b"
"KY210270",2013,"Tanzania","Cosmopolitan AF1b"
"KY210271",2013,"Tanzania","Cosmopolitan AF1b"
"KY210272",2013,"Tanzania","Cosmopolitan AF1b"
"KY210273",2013,"Tanzania","Cosmopolitan AF1b"
"KY210274",2013,"Tanzania","Cosmopolitan AF1b"
"KY210275",2013,"Tanzania","Cosmopolitan AF1b"
"KY210276",2013,"Tanzania","Cosmopolitan AF1b"
"KY210277",2011,"Tanzania","Cosmopolitan AF1b"
"KY210278",2011,"Tanzania","Cosmopolitan AF1b"
"KY210279",2011,"Tanzania","Cosmopolitan AF1b"
"KY210280",2012,"Tanzania","Cosmopolitan AF1b"
"KY210281",2012,"Tanzania","Cosmopolitan AF1b"
"KY210282",2012,"Tanzania","Cosmopolitan AF1b"
"KY210283",2012,"Tanzania","Cosmopolitan AF1b"
"KY210284",2012,"Tanzania","Cosmopolitan AF1b"
"KY210285",2012,"Tanzania","Cosmopolitan AF1b"
"KY210286",2011,"Tanzania","Cosmopolitan AF1b"
"KY210287",2012,"Tanzania","Cosmopolitan AF1b"
"KY210288",2012,"Tanzania","Cosmopolitan AF1b"
"KY210289",2012,"Tanzania","Cosmopolitan AF1b"
"KY210290",2012,"Tanzania","Cosmopolitan AF1b"
"KY210291",2012,"Tanzania","Cosmopolitan AF1b"
"KY210292",2012,"Tanzania","Cosmopolitan AF1b"
"KY210293",2012,"Tanzania","Cosmopolitan AF1b"
"KY210294",2012,"Tanzania","Cosmopolitan AF1b"
"KY210295",2012,"Tanzania","Cosmopolitan AF1b"
"KY210296",2012,"Tanzania","Cosmopolitan AF1b"
"KY210297",2012,"Tanzania","Cosmopolitan AF1b"
"KY210298",2012,"Tanzania","Cosmopolitan AF1b"
"KY210299",2012,"Tanzania","Cosmopolitan AF1b"
"KY210300",2012,"Tanzania","Cosmopolitan AF1b"
"KY210301",2012,"Tanzania","Cosmopolitan AF1b"
"KY210302",2012,"Tanzania","Cosmopolitan AF1b"
"KY210303",2012,"Tanzania","Cosmopolitan AF1b"
"KY210304",2012,"Tanzania","Cosmopolitan AF1b"
"KY210305",2012,"Tanzania","Cosmopolitan AF1b"
"KY210306",2012,"Tanzania","Cosmopolitan AF1b"
"KY210307",2012,"Tanzania","Cosmopolitan AF1b"
"KY210308",2012,"Tanzania","Cosmopolitan AF1b"
"KY210309",2012,"Tanzania","Cosmopolitan AF1b"
"KY210310",2012,"Tanzania","Cosmopolitan AF1b"
"KY210311",2012,"Tanzania","Cosmopolitan AF1b"
"KY242672",2015,"Russia","Cosmopolitan CA1"
"KY242673",2015,"Russia","Cosmopolitan CA1"
"KY242674",2015,"Russia","Cosmopolitan CA1"
"KY242675",2015,"Russia","Cosmopolitan CA1"
"KY242676",2015,"Russia","Cosmopolitan CA1"
"KY242677",2015,"Russia","Cosmopolitan CA1"
"KY243236",2015,"Russia","Cosmopolitan CA1"
"KY243237",2015,"Russia","Cosmopolitan CA1"
"KY553256",2005,"South Africa","Cosmopolitan AF1b"
"KY553257",1996,"South Africa","Cosmopolitan AF1b"
"KY553258",2009,"South Africa","Cosmopolitan AF1b"
"KY553259",1991,"South Africa","Cosmopolitan AF1b"
"KY553260",2002,"South Africa","Cosmopolitan AF1b"
"KY553261",1994,"South Africa","Cosmopolitan AF1b"
"KY553262",2006,"South Africa","Cosmopolitan AF1b"
"KY553263",2000,"South Africa","Cosmopolitan AF1b"
"KY553264",1997,"South Africa","Cosmopolitan AF1b"
"KY553265",1990,"Zimbabwe","Cosmopolitan AF1b"
"KY553267",1992,"Zimbabwe","Cosmopolitan AF1b"
"KY553268",1992,"Zimbabwe","Cosmopolitan AF1b"
"KY553269",1992,"Zimbabwe","Cosmopolitan AF1b"
"KY553270",1994,"Zimbabwe","Cosmopolitan AF1b"
"KY553271",1994,"Zimbabwe","Cosmopolitan AF1b"
"KY553272",1992,"Zimbabwe","Cosmopolitan AF1b"
"KY563717",1994,"Zimbabwe","Cosmopolitan AF1b"
"KY563718",1994,"Zimbabwe","Cosmopolitan AF1b"
"KY649620",2018,"-","Cosmopolitan CA1"
"KY765901",2012,"Tajikistan","Cosmopolitan"
"KY860583",1999,"Turkey","Cosmopolitan ME2"
"KY860584",1999,"Turkey","Cosmopolitan ME2"
"KY860585",2001,"Turkey","Cosmopolitan ME2"
"KY860586",2001,"Turkey","Cosmopolitan ME2"
"KY860587",2001,"Turkey","Cosmopolitan ME2"
"KY860588",2004,"Turkey","Cosmopolitan ME2"
"KY860589",2006,"Turkey","Cosmopolitan ME2"
"KY860590",2007,"Turkey","Cosmopolitan ME2"
"KY860591",2008,"Turkey","Cosmopolitan ME2"
"KY860592",2009,"Turkey","Cosmopolitan ME2"
"KY860593",2010,"Turkey","Cosmopolitan ME2"
"KY860594",2012,"Turkey","Cosmopolitan ME2"
"KY860595",2012,"Turkey","Cosmopolitan ME2"
"KY860596",2014,"Turkey","Cosmopolitan ME2"
"KY860597",2014,"Turkey","Cosmopolitan ME2"
"KY860598",2014,"Turkey","Cosmopolitan ME2"
"KY860599",2014,"Turkey","Cosmopolitan ME2"
"KY860600",2014,"Turkey","Cosmopolitan ME2"
"KY860601",2014,"Turkey","Cosmopolitan ME2"
"KY860602",2014,"Turkey","Cosmopolitan ME2"
"KY860603",2015,"Turkey","Cosmopolitan ME2"
"KY860604",2000,"Turkey","Cosmopolitan ME1a"
"KY860605",2001,"Turkey","Cosmopolitan ME1a"
"KY860606",2001,"Turkey","Cosmopolitan ME1a"
"KY860607",2001,"Turkey","Cosmopolitan ME2"
"KY860608",2001,"Turkey","Cosmopolitan ME2"
"KY860609",2001,"Turkey","Cosmopolitan ME2"
"KY860610",2001,"Turkey","Cosmopolitan CA2"
"KY860611",2001,"Turkey","Cosmopolitan ME1a"
"KY860612",1989,"Turkey","Cosmopolitan ME2"
"LC029889",2009,"Uganda","Cosmopolitan AF1b"
"LC029890",2011,"Uganda","Cosmopolitan AF1b"
"LC029893",2012,"Uganda","Cosmopolitan AF1b"
"LC029897",2012,"Uganda","Cosmopolitan AF1b"
"LC325820",2018,"-","Cosmopolitan"
"LC422729",2017,"Mongolia","Cosmopolitan CA1"
"LC422730",2017,"Mongolia","Cosmopolitan CA1"
"LC422731",2017,"Mongolia","Cosmopolitan CA1"
"LC422732",2017,"Mongolia","Cosmopolitan CA1"
"LC422733",2018,"Mongolia","Cosmopolitan CA1"
"LC422734",2018,"Mongolia","Cosmopolitan CA1"
"LC422735",2017,"Mongolia","Cosmopolitan CA1"
"LC422736",2018,"Mongolia","Cosmopolitan CA1"
"LC422737",2018,"Mongolia","Cosmopolitan CA1"
"LC422738",2018,"Mongolia","Cosmopolitan CA1"
"LC422739",2018,"Mongolia","Cosmopolitan CA1"
"LC422740",2018,"Mongolia","Cosmopolitan CA1"
"LC422741",2018,"Mongolia","Cosmopolitan CA1"
"LC422742",2018,"Mongolia","Cosmopolitan CA1"
"LN879480",2002,"Azerbaijan","Cosmopolitan"
"LN879481",1998,"Germany","Cosmopolitan WE"
"LQ774355",2018,"-","Cosmopolitan CA2"
"LT839616",2017,"-","Cosmopolitan"
"LT909526",1991,"-","Cosmopolitan ME1a"
"LT909528",2009,"-","Cosmopolitan AF1b"
"LT909529",1984,"-","Cosmopolitan AF1a"
"LT909530",1979,"-","Cosmopolitan"
"LT909531",1993,"-","Cosmopolitan AF1a"
"LT909532",1994,"-","Cosmopolitan NEE"
"LT909533",1990,"-","Cosmopolitan ME1a"
"LT909534",1997,"-","Cosmopolitan AF1b"
"LT909535",1989,"-","Cosmopolitan AF1a"
"LT909536",2001,"-","Cosmopolitan AF1b"
"LT909537",2000,"-","Cosmopolitan NEE"
"LT909538",1990,"-","Cosmopolitan NEE"
"LT909540",1987,"-","Cosmopolitan ME1a"
"LT909542",1984,"-","Cosmopolitan AF1a"
"LT909543",1973,"-","Cosmopolitan"
"LT909544",2002,"-","Cosmopolitan AM2a"
"LT909546",1988,"-","Cosmopolitan AF1a"
"LT909547",1990,"-","Cosmopolitan CE"
"LT909551",1992,"-","Cosmopolitan AF1a"
"MD233750",2020,"-","Cosmopolitan CA2"
"MF172976",2018,"-","Cosmopolitan CA1"
"MF197741",2008,"Poland","Cosmopolitan CA1"
"MF197742",2014,"Poland","Cosmopolitan CE"
"MF197743",2010,"Poland","Cosmopolitan NEE"
"MF572301",2014,"Russia","Cosmopolitan CA1"
"MF572302",2014,"Russia","Cosmopolitan CA1"
"MF572303",2014,"Russia","Cosmopolitan CA1"
"MF572310",2014,"Russia","Cosmopolitan CA1"
"MF572311",2014,"Russia","Cosmopolitan CA1"
"MF572312",2014,"Russia","Cosmopolitan CA1"
"MF572313",2014,"Russia","Cosmopolitan CA1"
"MF572314",2014,"Russia","Cosmopolitan CA1"
"MF574182",2012,"Russia","Cosmopolitan CA1"
"MF574184",2013,"Russia","Cosmopolitan CA1"
"MF574185",2012,"Russia","Cosmopolitan CA1"
"MF574191",2013,"Russia","Cosmopolitan CA1"
"MF574194",2013,"Russia","Cosmopolitan CA1"
"MF574201",2017,"Russia","Cosmopolitan CA1"
"MF781074",2012,"Russia","Cosmopolitan AF1a"
"MG383882",2015,"China","Cosmopolitan CA1"
"MG383886",2017,"China","Cosmopolitan CA1"
"MG458306",2018,"Czechia","Cosmopolitan CE"
"MG458309",1978,"Serbia","Cosmopolitan YUGCOW"
"MG458310",1986,"Serbia","Cosmopolitan WE"
"MG458311",1998,"Serbia","Cosmopolitan EE"
"MG458312",1997,"Serbia","Cosmopolitan"
"MG458315",1998,"Egypt","Cosmopolitan AF4"
"MG458316",1998,"Egypt","Cosmopolitan AF4"
"MG458317",1999,"Egypt","Cosmopolitan AF4"
"MG458318",2008,"South Africa","Cosmopolitan AF1b"
"MG458319",2012,"Grenada","Cosmopolitan"
"MG996454",2016,"Russia","Cosmopolitan CA1"
"MG996455",2016,"Russia","Cosmopolitan CA1"
